wsj_section	wsj_doc	DcOffset	Label1	Label2	DcRaw	PBRole	PBVerb	Offset	INDEX	Conn
3	wsj_0367	2223..2228	Comparison.Concession.Arg1-as-denier		while			2223..2228	PDTB2::wsj_0367::2223..2228::CHANGED	While
3	wsj_0367	2495..2500	Temporal.Synchronous		while			2495..2500	PDTB2::wsj_0367::2495..2500::SAME	while
3	wsj_0367	2656..2659	Expansion.Conjunction		and			2656..2659	PDTB2::wsj_0367::2656..2659::SAME	and
3	wsj_0367	2791..2794	Comparison.Concession.Arg2-as-denier		but			2791..2794	PDTB2::wsj_0367::2791..2794::CHANGED	But
3	wsj_0367	3200..3202	Expansion.Manner.Arg2-as-manner		by	ARGM-MNR	plan	3200..3202	PDTB3::wsj_0367::3200..3202::ADDED	By
3	wsj_0367	3369..3373	Expansion.Conjunction		also			3369..3373	PDTB2::wsj_0367::3369..3373::SAME	also
3	wsj_0367	3660..3666	Comparison.Concession.Arg2-as-denier		though			3660..3666	PDTB2::wsj_0367::3660..3666::CHANGED	though
3	wsj_0367	3857..3860	Comparison.Concession.Arg2-as-denier		but			3857..3860	PDTB2::wsj_0367::3857..3860::CHANGED	But
3	wsj_0367	3946..3948	Temporal.Synchronous	Contingency.Cause.Reason	as			3946..3948	PDTB2::wsj_0367::3946..3948::SAME	as
3	wsj_0367	4419..4423	Expansion.Conjunction		also			4419..4423	PDTB2::wsj_0367::4419..4423::SAME	also
3	wsj_0367	4986..4996	Temporal.Asynchronous.Succession		previously			4986..4996	PDTB2::wsj_0367::4986..4996::SAME	previously
3	wsj_0367	5031..5034	Comparison.Concession.Arg2-as-denier		but			5031..5034	PDTB2::wsj_0367::5031..5034::CHANGED	but
3	wsj_0367	5294..5299	Temporal.Asynchronous.Succession		since			5294..5299	PDTB2::wsj_0367::5294..5299::SAME	since
3	wsj_0367	5983..5986	Expansion.Conjunction		and			5983..5986	PDTB3::wsj_0367::5983..5986::ADDED	and
3	wsj_0367	6043..6046	Comparison.Concession.Arg2-as-denier		but			6043..6046	PDTB2::wsj_0367::6043..6046::CHANGED	But
3	wsj_0367	6092..6096	Contingency.Cause.Reason	Expansion.Level-of-detail.Arg2-as-detail	with	ARGM-ADV	change	6092..6096	PDTB3::wsj_0367::6092..6096::ADDED	With
3	wsj_0310	404..407	Expansion.Conjunction		and			404..407	PDTB2::wsj_0310::404..407::SAME	and
3	wsj_0310	921..923	Expansion.Disjunction		or			921..923	PDTB3::wsj_0310::921..923::ADDED	or
3	wsj_0322	109..113	Expansion.Conjunction		also			109..113	PDTB2::wsj_0322::109..113::SAME	also
3	wsj_0322	859..867	Temporal.Synchronous	Comparison.Contrast	although			859..867	PDTB2::wsj_0322::859..867::CHANGED	although
3	wsj_0322	1046..1048	Temporal.Synchronous		as			1046..1048	PDTB2::wsj_0322::1046..1048::SAME	as
3	wsj_0322	1458..1464	Contingency.Negative-condition.Arg2-as-negCond		unless			1458..1464	PDTB2::wsj_0322::1458..1464::CHANGED	Unless
3	wsj_0322	1719..1722	Comparison.Contrast		but			1719..1722	PDTB2::wsj_0322::1719..1722::SAME	But
3	wsj_0322	2066..2068	Contingency.Condition.Arg2-as-cond		if			2066..2068	PDTB2::wsj_0322::2066..2068::SAME	If
3	wsj_0322	2173..2178	Temporal.Synchronous	Comparison.Contrast	while			2173..2178	PDTB2::wsj_0322::2173..2178::SAME	while
3	wsj_0322	2221..2230	Expansion.Conjunction		meanwhile			2221..2230	PDTB2::wsj_0322::2221..2230::SAME	Meanwhile
3	wsj_0322	2310..2318	Comparison.Concession.Arg1-as-denier		although			2310..2318	PDTB2::wsj_0322::2310..2318::CHANGED	Although
3	wsj_0322	2455..2461	Contingency.Negative-condition.Arg2-as-negCond		unless			2455..2461	PDTB2::wsj_0322::2455..2461::CHANGED	unless
3	wsj_0328	109..119	Temporal.Synchronous	Expansion.Conjunction	separately			109..119	PDTB2::wsj_0328::109..119::SAME	separately
3	wsj_0328	380..383	Comparison.Concession.Arg2-as-denier		but			380..383	PDTB2::wsj_0328::380..383::CHANGED	But
3	wsj_0328	929..932	Comparison.Concession.Arg2-as-denier		but			929..932	PDTB2::wsj_0328::929..932::CHANGED	But
3	wsj_0328	971..978	Contingency.Cause.Reason		because			971..978	PDTB2::wsj_0328::971..978::SAME	because
3	wsj_0328	1208..1211	Expansion.Conjunction		and			1208..1211	PDTB2::wsj_0328::1208..1211::CHANGED	and
3	wsj_0328	1404..1407	Comparison.Concession.Arg2-as-denier		but			1404..1407	PDTB3::wsj_0328::1404..1407::ADDED	but
3	wsj_0328	1607..1610	Expansion.Conjunction		and			1607..1610	PDTB2::wsj_0328::1607..1610::SAME	and
3	wsj_0328	1857..1860	Expansion.Conjunction		and			1857..1860	PDTB2::wsj_0328::1857..1860::SAME	And
3	wsj_0328	1975..1985	Expansion.Conjunction		separately			1975..1985	PDTB2::wsj_0328::1975..1985::SAME	Separately
3	wsj_0328	2354..2357	Comparison.Concession.Arg2-as-denier		but			2354..2357	PDTB2::wsj_0328::2354..2357::CHANGED	But
3	wsj_0328	2616..2619	Expansion.Conjunction		and			2616..2619	PDTB2::wsj_0328::2616..2619::SAME	and
3	wsj_0328	2920..2923	Expansion.Conjunction		and			2920..2923	PDTB2::wsj_0328::2920..2923::SAME	And
3	wsj_0328	2924..2929	Temporal.Synchronous	Comparison.Concession.Arg1-as-denier	while			2924..2929	PDTB2::wsj_0328::2924..2929::SAME	while
3	wsj_0328	3116..3126	Expansion.Conjunction		separately			3116..3126	PDTB2::wsj_0328::3116..3126::SAME	Separately
3	wsj_0328	3234..3237	Expansion.Conjunction		and			3234..3237	PDTB2::wsj_0328::3234..3237::SAME	And
3	wsj_0328	3238..3243	Temporal.Synchronous		while			3238..3243	PDTB2::wsj_0328::3238..3243::SAME	while
3	wsj_0328	3504..3507	Expansion.Conjunction		and			3504..3507	PDTB2::wsj_0328::3504..3507::CHANGED	and
3	wsj_0328	3710..3713	Comparison.Concession.Arg2-as-denier		yet			3710..3713	PDTB2::wsj_0328::3710..3713::CHANGED	yet
3	wsj_0328	3966..3973	Contingency.Cause.Reason		because			3966..3973	PDTB2::wsj_0328::3966..3973::SAME	because
3	wsj_0328	4301..4304	Comparison.Concession.Arg2-as-denier		but			4301..4304	PDTB2::wsj_0328::4301..4304::CHANGED	But
3	wsj_0328	4607..4610	Expansion.Conjunction		and			4607..4610	PDTB2::wsj_0328::4607..4610::SAME	and
3	wsj_0328	4954..4965	Expansion.Instantiation.Arg2-as-instance		for example			4954..4965	PDTB2::wsj_0328::4954..4965::CHANGED	For example
3	wsj_0328	5090..5093	Comparison.Concession.Arg2-as-denier		but			5090..5093	PDTB2::wsj_0328::5090..5093::SAME	But
3	wsj_0328	5287..5289	Temporal.Synchronous		as			5287..5289	PDTB2::wsj_0328::5287..5289::SAME	as
3	wsj_0328	5495..5498	Comparison.Concession.Arg2-as-denier		but			5495..5498	PDTB3::wsj_0328::5495..5498::ADDED	but
3	wsj_0328	5707..5714	Comparison.Concession.Arg2-as-denier		however			5707..5714	PDTB2::wsj_0328::5707..5714::CHANGED	however
3	wsj_0328	5918..5921	Comparison.Concession.Arg2-as-denier		but			5918..5921	PDTB2::wsj_0328::5918..5921::CHANGED	But
3	wsj_0328	5996..6001	Temporal.Asynchronous.Succession		after			5996..6001	PDTB2::wsj_0328::5996..6001::SAME	after
3	wsj_0312	59..63	Temporal.Synchronous		when			59..63	PDTB2::wsj_0312::59..63::SAME	When
3	wsj_0312	130..135	Temporal.Synchronous		while			130..135	PDTB2::wsj_0312::130..135::SAME	While
3	wsj_0312	166..169	Comparison.Concession.Arg2-as-denier		but			166..169	PDTB2::wsj_0312::166..169::SAME	But
3	wsj_0312	228..232	Contingency.Cause.Reason		with	ARGM-MNR	feel	228..232	PDTB3::wsj_0312::228..232::ADDED	With
3	wsj_0318	550..553	Expansion.Conjunction		and			550..553	PDTB3::wsj_0318::550..553::ADDED	and
3	wsj_0357	146..155	Temporal.Synchronous		meanwhile			146..155	PDTB2::wsj_0357::146..155::CHANGED	Meanwhile
3	wsj_0357	475..478	Comparison.Concession.Arg2-as-denier		but			475..478	PDTB2::wsj_0357::475..478::CHANGED	but
3	wsj_0357	504..506	Contingency.Cause.Reason	Expansion.Manner.Arg2-as-manner	by	ARGM-MNR	win	504..506	PDTB3::wsj_0357::504..506::ADDED	by
3	wsj_0357	887..890	Expansion.Conjunction		and			887..890	PDTB3::wsj_0357::887..890::ADDED	and
3	wsj_0357	1006..1012	Temporal.Asynchronous.Precedence		before			1006..1012	PDTB2::wsj_0357::1006..1012::SAME	before
3	wsj_0376	834..840	Comparison.Contrast		though			834..840	PDTB2::wsj_0376::834..840::SAME	though
3	wsj_0376	1233..1240	Contingency.Cause.Reason		because			1233..1240	PDTB2::wsj_0376::1233..1240::SAME	because
3	wsj_0376	1337..1348	Expansion.Conjunction		in addition			1337..1348	PDTB2::wsj_0376::1337..1348::SAME	In addition
3	wsj_0376	1388..1395	Contingency.Cause.Reason		because			1388..1395	PDTB2::wsj_0376::1388..1395::SAME	because
3	wsj_0376	1562..1567	Temporal.Asynchronous.Succession		since			1562..1567	PDTB2::wsj_0376::1562..1567::SAME	since
3	wsj_0376	1680..1686	Comparison.Concession.Arg1-as-denier		though			1680..1686	PDTB2::wsj_0376::1680..1686::SAME	Though
3	wsj_0376	2048..2051	Expansion.Conjunction		and			2048..2051	PDTB3::wsj_0376::2048..2051::ADDED	and
3	wsj_0376	2090..2092	Contingency.Condition.Arg2-as-cond		if			2090..2092	PDTB2::wsj_0376::2090..2092::SAME	if
3	wsj_0376	2187..2194	Contingency.Cause.Result		thereby			2187..2194	PDTB2::wsj_0376::2187..2194::SAME	thereby
3	wsj_0301	512..517	Comparison.Contrast		while			512..517	PDTB2::wsj_0301::512..517::SAME	while
3	wsj_0301	703..706	Expansion.Conjunction		and			703..706	PDTB3::wsj_0301::703..706::ADDED	and
3	wsj_0301	1432..1437	Comparison.Contrast		while			1432..1437	PDTB2::wsj_0301::1432..1437::SAME	while
3	wsj_0301	1574..1576	Temporal.Synchronous	Contingency.Cause.Reason	as			1574..1576	PDTB2::wsj_0301::1574..1576::SAME	as
3	wsj_0301	1792..1795	Expansion.Conjunction		and			1792..1795	PDTB3::wsj_0301::1792..1795::ADDED	and
3	wsj_0301	1963..1966	Expansion.Conjunction		and			1963..1966	PDTB3::wsj_0301::1963..1966::ADDED	and
3	wsj_0301	2185..2187	Expansion.Manner.Arg2-as-manner		by	ARGM-MNR	influence	2185..2187	PDTB3::wsj_0301::2185..2187::ADDED	by
3	wsj_0301	2253..2257	Expansion.Conjunction		also			2253..2257	PDTB2::wsj_0301::2253..2257::SAME	also
3	wsj_0301	2990..2996	Expansion.Conjunction		indeed			2990..2996	PDTB2::wsj_0301::2990..2996::SAME	Indeed
3	wsj_0301	3211..3213	Expansion.Manner.Arg2-as-manner		by	ARGM-MNR	follow	3211..3213	PDTB3::wsj_0301::3211..3213::ADDED	by
3	wsj_0301	3247..3259	Temporal.Asynchronous.Precedence		later			3247..3259	PDTB3::wsj_0301::3247..3259::ADDED	a week later
3	wsj_0301	3243..3246	Expansion.Conjunction		and			3243..3246	PDTB2::wsj_0301::3243..3246::CHANGED	And
3	wsj_0301	3746..3749	Comparison.Concession.Arg2-as-denier		but			3746..3749	PDTB2::wsj_0301::3746..3749::CHANGED	But
3	wsj_0301	3889..3891	Temporal.Synchronous	Contingency.Cause.Reason	as			3889..3891	PDTB2::wsj_0301::3889..3891::SAME	as
3	wsj_0301	4386..4390	Contingency.Cause.Result		thus			4386..4390	PDTB2::wsj_0301::4386..4390::SAME	thus
3	wsj_0301	4416..4419	Comparison.Concession.Arg2-as-denier		but			4416..4419	PDTB2::wsj_0301::4416..4419::CHANGED	But
3	wsj_0301	4439..4443	Temporal.Asynchronous.Succession		once			4439..4443	PDTB2::wsj_0301::4439..4443::SAME	once
3	wsj_0301	4586..4590	Temporal.Synchronous		when			4586..4590	PDTB2::wsj_0301::4586..4590::SAME	when
3	wsj_0301	4682..4684	Contingency.Condition.Arg2-as-cond		if			4682..4684	PDTB2::wsj_0301::4682..4684::SAME	If
3	wsj_0301	5028..5030	Temporal.Synchronous		as			5028..5030	PDTB2::wsj_0301::5028..5030::SAME	as
3	wsj_0301	5147..5150	Comparison.Contrast		but			5147..5150	PDTB3::wsj_0301::5147..5150::ADDED	but
3	wsj_0301	5552..5555	Comparison.Concession.Arg2-as-denier		but			5552..5555	PDTB2::wsj_0301::5552..5555::CHANGED	But
3	wsj_0301	5912..5915	Expansion.Conjunction		and			5912..5915	PDTB3::wsj_0301::5912..5915::ADDED	and
3	wsj_0301	6600..6603	Comparison.Concession.Arg2-as-denier		but			6600..6603	PDTB2::wsj_0301::6600..6603::CHANGED	But
3	wsj_0339	621..625	Temporal.Asynchronous.Precedence		then			621..625	PDTB2::wsj_0339::621..625::SAME	then
3	wsj_0339	651..655	Temporal.Synchronous		when			651..655	PDTB2::wsj_0339::651..655::SAME	When
3	wsj_0339	1024..1027	Expansion.Conjunction		and			1024..1027	PDTB2::wsj_0339::1024..1027::CHANGED	and
3	wsj_0339	1386..1397	Comparison.Concession.Arg2-as-denier		nonetheless			1386..1397	PDTB2::wsj_0339::1386..1397::SAME	Nonetheless
3	wsj_0339	1456..1459	Expansion.Conjunction		and			1456..1459	PDTB3::wsj_0339::1456..1459::ADDED	and
3	wsj_0339	1563..1575	Expansion.Instantiation.Arg2-as-instance		for instance			1563..1575	PDTB2::wsj_0339::1563..1575::CHANGED	for instance
3	wsj_0339	1696..1700	Temporal.Asynchronous.Precedence		then			1696..1700	PDTB2::wsj_0339::1696..1700::SAME	then
3	wsj_0339	1692..1695	Expansion.Conjunction		and			1692..1695	PDTB2::wsj_0339::1692..1695::SAME	and
3	wsj_0333	141..144	Comparison.Contrast		but			141..144	PDTB2::wsj_0333::141..144::SAME	But
3	wsj_0333	788..801	Temporal.Asynchronous.Succession		after			788..801	PDTB2::wsj_0333::788..801::SAME	shortly after
3	wsj_0344	134..137	Expansion.Conjunction		and			134..137	PDTB3::wsj_0344::134..137::ADDED	and
3	wsj_0344	977..981	Expansion.Conjunction		also			977..981	PDTB2::wsj_0344::977..981::SAME	also
3	wsj_0349	258..262	Expansion.Conjunction		also			258..262	PDTB2::wsj_0349::258..262::SAME	also
3	wsj_0349	395..398	Comparison.Concession.Arg2-as-denier		but			395..398	PDTB2::wsj_0349::395..398::CHANGED	But
3	wsj_0349	958..961	Comparison.Concession.Arg2-as-denier		but			958..961	PDTB2::wsj_0349::958..961::CHANGED	but
3	wsj_0349	1099..1102	Expansion.Conjunction		and			1099..1102	PDTB3::wsj_0349::1099..1102::ADDED	and
3	wsj_0349	1189..1192	Expansion.Conjunction		and			1189..1192	PDTB2::wsj_0349::1189..1192::CHANGED	and
3	wsj_0349	1496..1499	Expansion.Conjunction		and			1496..1499	PDTB2::wsj_0349::1496..1499::SAME	and
3	wsj_0349	1730..1735	Temporal.Asynchronous.Succession		after			1730..1735	PDTB2::wsj_0349::1730..1735::SAME	after
3	wsj_0349	2093..2096	Expansion.Conjunction		and			2093..2096	PDTB3::wsj_0349::2093..2096::ADDED	and
3	wsj_0349	2204..2206	Expansion.Manner.Arg2-as-manner		by	ARGM-MNR	take	2204..2206	PDTB3::wsj_0349::2204..2206::ADDED	by
3	wsj_0349	2608..2617	Expansion.Conjunction		meanwhile			2608..2617	PDTB2::wsj_0349::2608..2617::SAME	Meanwhile
3	wsj_0349	3188..3192	Expansion.Conjunction		also			3188..3192	PDTB2::wsj_0349::3188..3192::SAME	Also
3	wsj_0349	3602..3605	Comparison.Concession.Arg2-as-denier		but			3602..3605	PDTB2::wsj_0349::3602..3605::SAME	But
3	wsj_0349	4042..4044	Contingency.Condition+SpeechAct		if			4042..4044	PDTB2::wsj_0349::4042..4044::SAME	If
3	wsj_0349	4097..4100	Comparison.Concession.Arg2-as-denier		but			4097..4100	PDTB2::wsj_0349::4097..4100::CHANGED	But
3	wsj_0349	4293..4304	Expansion.Instantiation.Arg2-as-instance		for example			4293..4304	PDTB2::wsj_0349::4293..4304::CHANGED	For example
3	wsj_0349	5082..5092	Contingency.Cause.Reason		ultimately			5082..5092	PDTB2::wsj_0349::5082..5092::SAME	Ultimately
3	wsj_0349	5332..5337	Comparison.Concession.Arg1-as-denier		while			5332..5337	PDTB2::wsj_0349::5332..5337::CHANGED	while
3	wsj_0349	5586..5599	Contingency.Cause.Reason		as			5586..5599	PDTB2::wsj_0349::5586..5599::SAME	especially as
3	wsj_0349	5793..5796	Expansion.Conjunction		and			5793..5796	PDTB2::wsj_0349::5793..5796::SAME	and
3	wsj_0349	5920..5935	Temporal.Synchronous	Contingency.Condition.Arg2-as-cond	as long as			5920..5935	PDTB2::wsj_0349::5920..5935::SAME	only as long as
3	wsj_0349	5916..5919	Comparison.Concession.Arg2-as-denier		but			5916..5919	PDTB2::wsj_0349::5916..5919::CHANGED	but
3	wsj_0349	5986..5993	Comparison.Concession.Arg1-as-denier		despite	ARGM-ADV	consider	5986..5993	PDTB3::wsj_0349::5986..5993::ADDED	Despite
3	wsj_0349	6331..6334	Comparison.Concession.Arg2-as-denier		but			6331..6334	PDTB2::wsj_0349::6331..6334::CHANGED	but
3	wsj_0349	6385..6387	Contingency.Condition.Arg2-as-cond		if			6385..6387	PDTB2::wsj_0349::6385..6387::SAME	if
3	wsj_0349	6498..6503	Comparison.Concession.Arg1-as-denier		while			6498..6503	PDTB2::wsj_0349::6498..6503::CHANGED	While
3	wsj_0349	6665..6668	Comparison.Concession.Arg2-as-denier		but			6665..6668	PDTB2::wsj_0349::6665..6668::CHANGED	but
3	wsj_0349	6707..6718	Expansion.Instantiation.Arg2-as-instance		for example			6707..6718	PDTB2::wsj_0349::6707..6718::CHANGED	For example
3	wsj_0349	6996..6999	Comparison.Concession.Arg2-as-denier		but			6996..6999	PDTB2::wsj_0349::6996..6999::CHANGED	But
3	wsj_0349	7033..7039	Expansion.Conjunction		indeed			7033..7039	PDTB2::wsj_0349::7033..7039::SAME	Indeed
3	wsj_0349	7062..7064	Contingency.Condition.Arg2-as-cond		if			7062..7064	PDTB2::wsj_0349::7062..7064::SAME	if
3	wsj_0349	7213..7215	Contingency.Condition.Arg2-as-cond		if			7213..7215	PDTB2::wsj_0349::7213..7215::SAME	If
3	wsj_0349	7327..7331	Temporal.Synchronous		when	ARGM-TMP	take	7327..7331	PDTB3::wsj_0349::7327..7331::ADDED	when
3	wsj_0349	7699..7702	Expansion.Conjunction		and			7699..7702	PDTB2::wsj_0349::7699..7702::SAME	and
3	wsj_0349	7794..7801	Comparison.Contrast		however			7794..7801	PDTB2::wsj_0349::7794..7801::SAME	however
3	wsj_0349	7847..7850	Expansion.Conjunction		and			7847..7850	PDTB3::wsj_0349::7847..7850::ADDED	and
3	wsj_0349	7917..7920	Expansion.Conjunction		and			7917..7920	PDTB2::wsj_0349::7917..7920::SAME	and
3	wsj_0343	103..106	Expansion.Conjunction		and			103..106	PDTB3::wsj_0343::103..106::ADDED	and
3	wsj_0343	152..155	Comparison.Concession.Arg2-as-denier		but			152..155	PDTB2::wsj_0343::152..155::CHANGED	but
3	wsj_0343	365..374	Temporal.Synchronous		meanwhile			365..374	PDTB2::wsj_0343::365..374::CHANGED	meanwhile
3	wsj_0343	669..674	Temporal.Asynchronous.Succession		after			669..674	PDTB2::wsj_0343::669..674::SAME	after
3	wsj_0343	869..872	Expansion.Conjunction		and			869..872	PDTB3::wsj_0343::869..872::ADDED	and
3	wsj_0343	1493..1495	Expansion.Manner.Arg2-as-manner		by	ARGM-MNR	avoid	1493..1495	PDTB3::wsj_0343::1493..1495::ADDED	by
3	wsj_0343	1755..1758	Expansion.Conjunction		and			1755..1758	PDTB3::wsj_0343::1755..1758::ADDED	and
3	wsj_0343	1795..1800	Comparison.Concession.Arg1-as-denier		while			1795..1800	PDTB2::wsj_0343::1795..1800::CHANGED	While
3	wsj_0343	2854..2856	Contingency.Condition.Arg2-as-cond		if			2854..2856	PDTB2::wsj_0343::2854..2856::SAME	if
3	wsj_0334	400..403	Expansion.Conjunction		and			400..403	PDTB2::wsj_0334::400..403::CHANGED	and
3	wsj_0334	821..826	Temporal.Synchronous	Expansion.Conjunction	while			821..826	PDTB2::wsj_0334::821..826::SAME	while
3	wsj_0334	1026..1033	Comparison.Contrast		however			1026..1033	PDTB2::wsj_0334::1026..1033::SAME	however
3	wsj_0306	61..63	Temporal.Synchronous	Contingency.Cause.Reason	as			61..63	PDTB2::wsj_0306::61..63::SAME	as
3	wsj_0306	484..489	Temporal.Synchronous	Comparison.Contrast	while			484..489	PDTB2::wsj_0306::484..489::CHANGED	while
3	wsj_0306	668..673	Temporal.Synchronous	Comparison.Contrast	while			668..673	PDTB2::wsj_0306::668..673::CHANGED	while
3	wsj_0306	737..740	Expansion.Conjunction		and			737..740	PDTB2::wsj_0306::737..740::CHANGED	and
3	wsj_0306	881..884	Expansion.Conjunction		and			881..884	PDTB2::wsj_0306::881..884::CHANGED	and
3	wsj_0371	279..283	Expansion.Conjunction		also			279..283	PDTB2::wsj_0371::279..283::SAME	also
3	wsj_0350	310..314	Expansion.Conjunction		also			310..314	PDTB2::wsj_0350::310..314::SAME	also
3	wsj_0350	450..454	Temporal.Synchronous		when	ARGM-TMP	revive	450..454	PDTB3::wsj_0350::450..454::ADDED	when
3	wsj_0350	535..542	Contingency.Cause.Reason		because			535..542	PDTB2::wsj_0350::535..542::SAME	because
3	wsj_0350	767..773	Comparison.Concession.Arg2-as-denier		though			767..773	PDTB2::wsj_0350::767..773::CHANGED	though
3	wsj_0350	937..939	Temporal.Synchronous	Contingency.Cause.Reason	as			937..939	PDTB2::wsj_0350::937..939::SAME	as
3	wsj_0350	1081..1085	Expansion.Conjunction		also			1081..1085	PDTB2::wsj_0350::1081..1085::SAME	also
3	wsj_0350	1199..1202	Comparison.Contrast		but			1199..1202	PDTB3::wsj_0350::1199..1202::ADDED	but
3	wsj_0350	1256..1265	Temporal.Synchronous	Comparison.Contrast	meanwhile			1256..1265	PDTB2::wsj_0350::1256..1265::SAME	Meanwhile
3	wsj_0350	1669..1671	Temporal.Asynchronous.Succession	Contingency.Cause.Reason	as			1669..1671	PDTB2::wsj_0350::1669..1671::SAME	as
3	wsj_0350	1820..1823	Expansion.Conjunction		and			1820..1823	PDTB3::wsj_0350::1820..1823::ADDED	and
3	wsj_0350	2237..2240	Comparison.Concession.Arg2-as-denier		but			2237..2240	PDTB2::wsj_0350::2237..2240::CHANGED	but
3	wsj_0350	2363..2368	Temporal.Asynchronous.Succession		after			2363..2368	PDTB2::wsj_0350::2363..2368::SAME	after
3	wsj_0350	2604..2606	Contingency.Cause.Reason		as			2604..2606	PDTB2::wsj_0350::2604..2606::SAME	as
3	wsj_0350	2745..2748	Expansion.Conjunction		and			2745..2748	PDTB3::wsj_0350::2745..2748::ADDED	and
3	wsj_0327	308..311	Comparison.Contrast		but			308..311	PDTB2::wsj_0327::308..311::SAME	But
3	wsj_0327	434..437	Expansion.Conjunction		and			434..437	PDTB2::wsj_0327::434..437::SAME	and
3	wsj_0327	998..1001	Expansion.Conjunction		and			998..1001	PDTB2::wsj_0327::998..1001::SAME	and
3	wsj_0327	1071..1074	Comparison.Concession.Arg2-as-denier		but			1071..1074	PDTB2::wsj_0327::1071..1074::CHANGED	But
3	wsj_0327	1233..1236	Expansion.Conjunction		and			1233..1236	PDTB2::wsj_0327::1233..1236::CHANGED	and
3	wsj_0327	1288..1296	Temporal.Asynchronous.Succession	Contingency.Cause.Reason	now that			1288..1296	PDTB2::wsj_0327::1288..1296::SAME	now that
3	wsj_0327	1327..1330	Comparison.Concession.Arg2-as-denier		but			1327..1330	PDTB2::wsj_0327::1327..1330::CHANGED	But
3	wsj_0327	1450..1454	Temporal.Synchronous		when			1450..1454	PDTB2::wsj_0327::1450..1454::SAME	when
3	wsj_0327	1482..1489	Contingency.Cause.Reason		because			1482..1489	PDTB2::wsj_0327::1482..1489::SAME	because
3	wsj_0327	1872..1877	Comparison.Contrast		while			1872..1877	PDTB2::wsj_0327::1872..1877::SAME	while
3	wsj_0327	1945..1948	Comparison.Concession.Arg2-as-denier		but			1945..1948	PDTB2::wsj_0327::1945..1948::CHANGED	But
3	wsj_0327	2135..2137	Temporal.Synchronous		as			2135..2137	PDTB2::wsj_0327::2135..2137::SAME	as
3	wsj_0327	2341..2346	Temporal.Synchronous	Comparison.Contrast	while			2341..2346	PDTB2::wsj_0327::2341..2346::CHANGED	while
3	wsj_0327	2393..2398	Temporal.Synchronous	Comparison.Contrast	while			2393..2398	PDTB2::wsj_0327::2393..2398::CHANGED	While
3	wsj_0327	2688..2693	Temporal.Synchronous	Comparison.Contrast	while			2688..2693	PDTB2::wsj_0327::2688..2693::CHANGED	While
3	wsj_0327	2893..2898	Expansion.Conjunction		while			2893..2898	PDTB2::wsj_0327::2893..2898::SAME	while
3	wsj_0327	2952..2956	Expansion.Conjunction		also			2952..2956	PDTB2::wsj_0327::2952..2956::SAME	also
3	wsj_0327	2998..3002	Expansion.Level-of-detail.Arg2-as-detail		with	ARGM-ADV	split	2998..3002	PDTB3::wsj_0327::2998..3002::ADDED	with
3	wsj_0327	3084..3089	Temporal.Synchronous	Comparison.Contrast	while			3084..3089	PDTB2::wsj_0327::3084..3089::CHANGED	while
3	wsj_0327	3487..3491	Expansion.Conjunction		also			3487..3491	PDTB2::wsj_0327::3487..3491::SAME	also
3	wsj_0327	3474..3477	Comparison.Concession.Arg2-as-denier		but			3474..3477	PDTB2::wsj_0327::3474..3477::CHANGED	But
3	wsj_0327	3721..3724	Comparison.Contrast		but			3721..3724	PDTB3::wsj_0327::3721..3724::ADDED	but
3	wsj_0327	3968..3975	Contingency.Cause.Reason		because			3968..3975	PDTB2::wsj_0327::3968..3975::SAME	because
3	wsj_0327	4025..4028	Comparison.Contrast		but			4025..4028	PDTB2::wsj_0327::4025..4028::SAME	But
3	wsj_0327	4424..4441	Comparison.Contrast		on the other hand			4424..4441	PDTB2::wsj_0327::4424..4441::SAME	On the other hand
3	wsj_0327	4605..4607	Expansion.Manner.Arg2-as-manner		by	ARGM-MNR	give	4605..4607	PDTB3::wsj_0327::4605..4607::ADDED	by
3	wsj_0327	4943..4945	Temporal.Synchronous		as			4943..4945	PDTB2::wsj_0327::4943..4945::SAME	as
3	wsj_0327	5115..5117	Contingency.Condition.Arg2-as-cond		if			5115..5117	PDTB2::wsj_0327::5115..5117::SAME	if
3	wsj_0327	5463..5468	Temporal.Asynchronous.Succession		after			5463..5468	PDTB2::wsj_0327::5463..5468::SAME	after
3	wsj_0327	5647..5652	Temporal.Asynchronous.Succession		after			5647..5652	PDTB2::wsj_0327::5647..5652::SAME	after
3	wsj_0327	6469..6474	Temporal.Asynchronous.Succession		after			6469..6474	PDTB2::wsj_0327::6469..6474::SAME	after
3	wsj_0315	605..608	Expansion.Conjunction		and			605..608	PDTB3::wsj_0315::605..608::ADDED	and
3	wsj_0362	137..140	Expansion.Conjunction		and			137..140	PDTB3::wsj_0362::137..140::ADDED	and
3	wsj_0362	152..154	Contingency.Cause.Reason	Expansion.Manner.Arg2-as-manner	by	ARGM-MNR	overlook	152..154	PDTB3::wsj_0362::152..154::ADDED	By
3	wsj_0362	463..466	Expansion.Conjunction		and			463..466	PDTB2::wsj_0362::463..466::CHANGED	and
3	wsj_0362	556..561	Comparison.Contrast		while			556..561	PDTB2::wsj_0362::556..561::CHANGED	while
3	wsj_0362	590..593	Comparison.Concession.Arg2-as-denier		but			590..593	PDTB2::wsj_0362::590..593::CHANGED	But
3	wsj_0362	1215..1218	Expansion.Conjunction		and			1215..1218	PDTB2::wsj_0362::1215..1218::CHANGED	And
